,month,temp_avg,temp_max,temp_min,region,short_description,latitude,longitude,Services voyage (% exports de services),Accès électricité (% pop),Densité de population (hab/km²),Pop. dans grandes agglomérations (%),Accès Internet (% pop),PIB par habitant (USD),Accès eau potable (% pop),Médecins (pour 1000 habitants),Dépenses santé par habitant (USD),Pauvreté < 3$/jour (% pop),Pauvreté seuil national (% pop),Revenu 40% les plus pauvres ($/jour),Revenu moyen par habitant ($/jour),Espérance de vie (années),Population rurale (% total),Population urbaine (% total),Arrivées touristes internationaux (nb),Départs touristes internationaux (nb),Recettes tourisme (USD),Recettes tourisme (% exportations),Recettes voyages touristiques (USD),Dépenses tourisme (USD),city,nature,patrimoine,culture,restaurant,nightlife,loisirs,country
8866,5,26.9,30.7,23.8,north_america,"Colorful streets alive with the rhythm of salsa, vintage cars cruising past, and the scent of cigars create an unforgettable atmosphere.",23.135305,-82.3589631,32.034926797665804,100.0,106.165038535645,19.5003943309627,71.275,9605.27914559614,95.0236345510277,9.542,1199.35327148,4.5,22.95,4.635,10.84,78.085,22.8740127703679,77.1259872296321,1086000.0,271000.0,1152000000.0,4.68270262123323,1137000000.0,277000000.0,Havana,0.74,1.08,0.9,0.9,1.0,3.04,cuba
8888,6,27.2,31.2,24.3,north_america,"Colorful streets alive with the rhythm of salsa, vintage cars cruising past, and the scent of cigars create an unforgettable atmosphere.",23.135305,-82.3589631,32.034926797665804,100.0,106.165038535645,19.5003943309627,71.275,9605.27914559614,95.0236345510277,9.542,1199.35327148,4.5,22.95,4.635,10.84,78.085,22.8740127703679,77.1259872296321,1086000.0,271000.0,1152000000.0,4.68270262123323,1137000000.0,277000000.0,Havana,0.74,1.08,0.9,0.9,1.0,3.04,cuba
8910,7,28.1,31.8,25.3,north_america,"Colorful streets alive with the rhythm of salsa, vintage cars cruising past, and the scent of cigars create an unforgettable atmosphere.",23.135305,-82.3589631,32.034926797665804,100.0,106.165038535645,19.5003943309627,71.275,9605.27914559614,95.0236345510277,9.542,1199.35327148,4.5,22.95,4.635,10.84,78.085,22.8740127703679,77.1259872296321,1086000.0,271000.0,1152000000.0,4.68270262123323,1137000000.0,277000000.0,Havana,0.74,1.08,0.9,0.9,1.0,3.04,cuba
8932,8,28.1,31.4,25.5,north_america,"Colorful streets alive with the rhythm of salsa, vintage cars cruising past, and the scent of cigars create an unforgettable atmosphere.",23.135305,-82.3589631,32.034926797665804,100.0,106.165038535645,19.5003943309627,71.275,9605.27914559614,95.0236345510277,9.542,1199.35327148,4.5,22.95,4.635,10.84,78.085,22.8740127703679,77.1259872296321,1086000.0,271000.0,1152000000.0,4.68270262123323,1137000000.0,277000000.0,Havana,0.74,1.08,0.9,0.9,1.0,3.04,cuba
8954,9,27.9,31.0,25.5,north_america,"Colorful streets alive with the rhythm of salsa, vintage cars cruising past, and the scent of cigars create an unforgettable atmosphere.",23.135305,-82.3589631,32.034926797665804,100.0,106.165038535645,19.5003943309627,71.275,9605.27914559614,95.0236345510277,9.542,1199.35327148,4.5,22.95,4.635,10.84,78.085,22.8740127703679,77.1259872296321,1086000.0,271000.0,1152000000.0,4.68270262123323,1137000000.0,277000000.0,Havana,0.74,1.08,0.9,0.9,1.0,3.04,cuba
8976,1,27.5,32.7,23.6,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
8998,10,27.8,32.2,24.8,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9020,11,28.1,32.4,24.8,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9042,12,27.5,32.2,23.8,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9064,2,27.9,33.5,24.0,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9086,3,29.1,34.5,25.7,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9108,4,30.2,35.1,27.1,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9130,5,29.9,34.9,26.9,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9152,6,28.8,33.4,25.7,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9174,7,28.3,32.7,25.2,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9196,8,28.4,32.8,25.5,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9218,9,27.9,32.2,25.0,asia,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating.",10.7763897,106.7011391,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Ho Chi Minh City,1.0,2.5,1.02,1.93,0.69,1.82,vietnam
9240,1,22.2,25.2,19.9,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9262,10,26.8,29.8,24.2,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9284,11,25.6,28.5,23.3,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9306,12,22.9,25.6,21.1,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9328,2,23.1,26.5,20.9,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9350,3,25.5,29.3,23.1,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9372,4,27.3,31.4,24.7,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9394,5,29.3,33.9,26.1,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9416,6,30.6,35.9,26.8,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9438,7,29.9,34.9,26.6,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9460,8,30.0,35.2,26.6,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9482,9,28.8,32.9,25.5,asia,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",15.8795863,108.3319406,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hoi An,0.08,0.12,0.07,0.32,0.12,0.44,vietnam
9504,1,17.4,20.2,15.1,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9526,10,26.5,29.1,24.3,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9548,11,23.3,26.0,21.2,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9570,12,18.5,21.2,16.1,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9592,2,18.4,21.4,16.3,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9614,3,21.2,24.0,19.1,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9636,4,24.1,26.8,21.9,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9658,5,26.7,29.3,24.8,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9680,6,29.2,31.7,27.2,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9702,7,30.0,32.7,27.9,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9724,8,29.4,32.0,27.2,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9746,9,29.1,31.9,27.0,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,21.434219656282,100.0,7177.2380952381,100.0,95.9778,50562.3633144379,100.0,1.1215,272.89665985,4.5,22.95,4.635,10.84,85.2473170731707,0.0,100.0,3569000.0,8261000.0,32697000000.0,5.06906418805101,2839000000.0,26498000000.0,Hong Kong,4.78,2.48,1.17,1.93,0.64,5.0,hong kong
9768,1,20.6,23.9,18.0,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
9790,10,25.7,29.0,23.4,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
9812,11,24.4,27.7,22.0,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
9834,12,21.0,23.4,19.0,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
9856,2,21.5,25.5,18.5,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
9878,3,24.4,28.8,21.2,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
9900,4,26.9,31.8,23.3,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
9922,5,29.0,34.3,25.1,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
9944,6,30.5,36.2,25.9,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
9966,7,30.0,35.6,25.6,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
9988,8,30.0,35.8,25.8,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
10010,9,28.0,32.8,24.7,asia,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm.",16.4639321,107.5863388,32.034926797665804,99.8,320.175197572656,19.0160579651314,78.08,4323.35031982451,98.160662651459,1.107,197.19210815,1.6,4.2,7.71,16.59,74.588,61.8701095581055,38.1298904418945,3837000.0,1070000.0,3232000000.0,1.11360339593907,199000000.0,4360000000.0,Hue,0.11,0.55,0.16,0.29,0.08,0.27,vietnam
10032,1,10.8,16.9,5.0,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
